DOCUMENT_NO,NARRATIVE,label,DEGREE_INJURY,IMMED_NOTIFY,ACTIVITY,OCCUPATION,SUBUNIT,CLASSIFICATION,MINE_ID,CONTRACTOR_ID,CAL_YR
220181500005,"EE was assisting in installing bucket cylinder to linkage. A crane and sling were being used to pull cylinder forward to align. EE noticed a piece of plastic covering bore of cylinder and tried to remove it. This caused the sling to slide up, swinging the cylinder and EE's hand was caught in pinch point.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech","STRIP, QUARY, OPEN PIT",MACHINERY,0201195,LU6,2018
220182410014,Employee hurt left wrist/hand when the employee slipped and fell while carrying a sample bag of coal down a flight of steps at the Analyzer Building.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Dryer operator, Kiln operator,  Dry plant operator,  Fluid operator, Bed dryer operator",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,1800671,,2018
220182710007,"The employee was throwing a roller through a man door, the employee did not recognize how close they were to the man door, and smashed a finger between the man door and the roller they were holding. The employee was wearing all the appropriate PPE and did not break any laws or company polices.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,4601433,,2018
220181900019,Employee stated ee was assisting some other employees to unload a scoop tire from a mantrip. They were using slate bars to unload the tire. In the process of unloading the tire it flipped over into the scoop bucket they were loading it into. This caused the employee to smash finger in between the slate bar and scoop bucket.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Belt foreman, Maintenance foreman, Maintenance supervisor",UNDERGROUND,HANDTOOLS (NONPOWERED),4609297,,2018
220183300010,employee slipped and strained right shoulder,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Getting on or off equipment,Water truck operator,"STRIP, QUARY, OPEN PIT",SLIP OR FALL OF PERSON,0203131,U82,2018
220181640012,Employee stated was installing a rib bolt when a sharp piece of slate from rib fell and struck employee above the right eye resulting in a laceration that required sutures. Employee did not have any lost or restricted days.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Inserting bolt","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,FALL OF FACE/RIB/PILLAR/SIDE/HIGHWALL,4609230,,2018
220182920010,"Miner bypassed the guard to access V belt on the head pulley Motor belt. After checking the tension of the V belt with fingers, the operator in the tower started the belt without sounding the alarm. This resulted in the Miner getting fingers entangled in the belt and pulley. The miner lost the tips of three fingers.",1,PERM TOT OR PERM PRTL DISABLTY,NO VALUE FOUND,Machine maintenance,"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,4202544,,2018
220182480024,Employee was unloading overcast panels off a track car as another employee cut the banding strap and two panels caught EE's left hand resulting in a laceration that required stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Examiner, Fire boss, Pre-shift examiner, Mine examiner",UNDERGROUND,HANDLING OF MATERIALS,4609261,,2018
220180960016,"I.E. put a bolt on the boom of bolter after drilling hole. When ee moved boom the bolt hung on the frame of the bolter & popped up, hitting ee in the mouth. It moved one of ee front teeth forward causing ee to get dental work. The I.E. has not missed any time due to this incident.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Roof bolter, Inserting bolt","Roof bolter, Rock bolter,  Pinner, Mobile roof support operator (MRS)",UNDERGROUND,MACHINERY,0100851,,2018
220180250050,"EE tried to reset power breaker at the conveyor belt drive two, to three times when the breaker failed.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Electrician, Lineman",UNDERGROUND,ELECTRICAL,4609378,,2018
220181520033,"At 1:20pm flames and smoke were observed coming from the top of #6 concrete coal silo. The GFD was contacted at 1:25 and arrived on site at 1:35. When the GFD arrived on site, there were no visible flames however to ensure that the fire was extinguished, the GFD sprayed water into the top of the silo until no additional smoke was visible. Smoke was no longer visible at 2:15pm.",1,ACCIDENT ONLY,MINE FIRE,NO VALUE FOUND,NO VALUE FOUND,MILL OPERATION/PREPARATION PLANT,FIRE,1200426,,2018
220181210001,"Cutting a 2x4 not clamped down. It slipped and employee grabbed for it, cutting left index and middle finger.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (powered),"Prep plant foreman, Supervisor, Mill plant supervisor, Kiln supervisor","STRIP, QUARY, OPEN PIT",MACHINERY,2000038,EIN,2018
220180180003,Employee was cutting with a knife and injured employee's thigh.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDTOOLS (NONPOWERED),3607230,MVK,2018
220182990007,Standing with hand in doorjam of shipping container. Wind caught the door and slammed finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Idle,"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",OTHER,2601563,,2018
220181690031,"EE was walking in the saw building when EE was called over to the maintenance department, when EE was walking over EE nicked the top of shoulder on our 10' saw blade.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Mine manager, Mine foreman, Mine owner","STRIP, QUARY, OPEN PIT",STRIKING OR BUMPING,0502666,,2018
220182390011,Employee was attempting to push in a skirt rubber that had popped out. EE used a pry bar to push the rubber back in place and inadvertently made contact with the moving conveyor belt causing the bar to spin and pinch their finger between the bar and the chute. A few stitches received to tip of right middle finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,2800001,,2018
220182570010,Loader operator was closing the door of the cab after entering the machine and closed EE's thumb in the door.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Front-end loader, Scraper-loader operator, Pan operator, Payloader, Scraper rig operator","STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,3300099,,2018
220181520032,Injured was opening L-400 feed screw gate with a pipe wrench to adjust material flow when EE felt pain in lower back. Incident was reported on 5/11 and medical treatment was requested on 5/17 when condition didn't improve. Injury became reportable when physical therapy was ordered on 5/31.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),1200426,,2018
220181590001,IE and another EE were using a bar to replace the belt on the cone when EE accidently dropped EE's end of the bar which caused IE to drop IE's end which landed on IE's toe.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman","STRIP, QUARY, OPEN PIT",HANDTOOLS (NONPOWERED),0504862,,2018
220181430001,A contracted truck driver was loaded and getting ready to leave our property when EE noticed EE's front hub cap was missing. EE knelt down to check EE's wheel seal. While getting back up EE hit EE's head on EE's truck mirror leaving a cut in the side of EE's head. EE was taken to the hospital where they put 5 staples in EE's head. EE immediately returned back to work.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Haul/Off road/Coal/Ore/Pit/Quarry/Rock/Rubber tire truck driver, Transportation truck driver",MILL OPERATION/PREPARATION PLANT,STRIKING OR BUMPING,4202077,,2018
220182570029,"Employee exiting their vehicle in employee parking lot and dust particles from the lot impacted left eye. Winds were 15-20 mph. Rinsed eye out, received medical attention for scratched cornea, prescribed antibiotic.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Clerk, Timekeeper, Office worker, Director of sales",OFFICE WORKERS AT MINE SITE,OTHER,4700587,,2018
220181310012,"Employee was grinding off a bearing and a piece of debris flew into left eye. Not first reported Friday because employee believed it was just a piece of stone, not steel. Employee was wearing safety glasses and grinding shield.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,MACHINERY,1102627,,2018
220180260029,Employee has a personal medical condition which caused EE to feel light headed and fall while walking up BC2024 catwalk. Employee fell and struck the back of head on the catwalk resulting in stitches to close a cut on the back of head.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Walking, Running","Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,SLIP OR FALL OF PERSON,1101578,,2018
220182830019,Supervisor observing the cleaning operation of an air compressor radiator when dust got behind EE's safety glasses and in the right eye. Eye was flushed out and EE was sent to clinic for evaluation. Given a prescription for Ethromycin ointment as a precaution. Return to work with no restrictions. Medical treatment only.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Observe operations,"Belt foreman, Maintenance foreman, Maintenance supervisor",MILL OPERATION/PREPARATION PLANT,HANDLING OF MATERIALS,1200066,,2018
220182200001,"Miner was cutting banding off a pallet with a knife, it slipped and stuck in EE's hand.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (not powered),"Laborer, Blacksmith, Bull gang, Parts runner, Roustabout, Pick-up man, Pitman",MILL OPERATION/PREPARATION PLANT,HANDTOOLS (NONPOWERED),4607318,,2018
220181930009,EE was using a cross-over to go make a seal on the examination route. When they stepped off of the cross-over they slipped & cut head on the hand rail of the cross-over. EE received 3 staples to close the wound but returned to work on the next shift. No work was missed due to this incident.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Inspect equipment or mine,"Examiner, Fire boss, Pre-shift examiner, Mine examiner",UNDERGROUND,SLIP OR FALL OF PERSON,0100851,,2018
220182740029,"When turning on 1 1/2 miner hose to wash down the slope, the hose slipped out of employee's hand and due to pressure the hose started whipping from side to side striking employee on the left leg.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Handling supplies or material,"Laborer, Bull gang,  Parts runner, Roustabout, Roof trimmer/scaler",UNDERGROUND,HANDLING OF MATERIALS,1103203,,2018
220182220048,While cutting a coupling on the vertical band saw the coupling rotated in the maintenance tech's hand causing the sharp edge of the coupling to cut left middle finger.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Mill equipment,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,MACHINERY,4406882,,2018
220180940009,During routine drilling operations the driller helper was adding a quill rod. There was slack in the cable which lifts the rods and when the helper moved it the rod slipped and caught their finger between the drill rod and the drill head.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,Drill helper,"STRIP, QUARY, OPEN PIT",HANDLING OF MATERIALS,2601916,W152,2018
220182150023,"Operator was removing cutting edge from loader, holding bolt in place with left hand, bolt spun while using impact wrench, cutting operators left thumb.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Hand tools (powered),"Bulldozer operator, Universal operator, Heavy equipment operator, Operating engineer","STRIP, QUARY, OPEN PIT",MACHINERY,4703274,,2018
220180850004,"Area was wet, muddy and material in area was sticky.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Front-end loader,"Prep plant foreman, Supervisor, Mill plant supervisor, Kiln supervisor",MILL OPERATION/PREPARATION PLANT,POWERED HAULAGE,0800798,VAN,2018
220180920018,"EE was transporting a rock to the feeder using a shuttle car. It would not come off the car. EE then pushed it off the car. But while pushing, the rock slide off and catapulted upwards catching ring finger between the rock and the roof. The impact smashed the finger. EE had to have stitches to close the wound.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,"Handling coal, Rock, Ore","Shuttle car operator, Mantrip operator, Ramcar operator, Rail runner, Buggy operator",UNDERGROUND,HANDLING OF MATERIALS,1519374,,2018
220181020012,EE was putting a 12 inch pipe in the 412 fusion machine and ee skin on the top of ee left ring finger was pinched between the pipe and a pin on the machine. A small laceration was the result and it required 3 stitches.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Mill equipment,"Warehouseman, Bagger, Palletizer/Stacker, Store keeper, Packager, Fabricator, Cleaning plant operator",MILL OPERATION/PREPARATION PLANT,MACHINERY,4202406,,2018
220181690004,Employee was holding steel piece in left hand grinding it with 4 ½ hand grinder held in right hand. Grinder slipped cutting into index finger of left hand.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Grinding,"Crusher attendant/operator, Pan feeder operator/worker","STRIP, QUARY, OPEN PIT",MACHINERY,1000352,,2018
220182340005,"EE squatted down to look for an oil leak on the shuttle car, when a piece of draw rock fell striking EE on the hard hat and shoulder. This caused EE to cut EE's forehead. Required seven sutures.",0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Observe operations,"Electrician, Lineman",UNDERGROUND,FALL OF ROOF OR BACK,4608801,,2018
220190640020,Manufactures Instructions for pump rebuild did not specify presence of high voltage connecting socket on board. When plugging connector back into board the workers finger made contact with the screw on the connector that carried the Hot power. The workers right arm on the analyzer and the current went through them. No pain after incident only muscle spasms afterward.,0,"NO DYS AWY FRM WRK,NO RSTR ACT",NO VALUE FOUND,Machine maintenance,"Maintenance man, Mechanic,  Repair/Serviceman, Boilermaker, Fueler, Tire tech, Field service tech",MILL OPERATION/PREPARATION PLANT,ELECTRICAL,4400068,B0651,2018
